,PLAN_BEZ,STRASSE1,ORTSTEIL1,PLZ1,HNR_GE_AB,HNR_GE_BIS,HNR_UG_AB,HNR_UG_BIS,TERMIN001,TERMIN002,TERMIN003
37942,Sperrmüll,Lortzingstr.,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37957,Sperrmüll,Ludwig-Erhard-Platz,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-03-20,2025-07-07,2025-11-26
37972,Sperrmüll,Mendelssohnstr.,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-03-20,2025-07-07,2025-11-26
37987,Sperrmüll,Nachtigallenstr.,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
38002,Sperrmüll,Offenbachstr.,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
38017,Sperrmüll,Panoramaplatz,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
38032,Sperrmüll,Professor-Dennert-Str.,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
38047,Sperrmüll,Rheinstr.,Rüngsdorf,53179,2.0,22.0,1.0,31.0,2025-03-21,2025-08-07,2025-11-27
38067,Sperrmüll,Rheinstr.,Rüngsdorf,53179,84.0,9998.0,77.0,9999.0,2025-03-21,2025-08-07,2025-11-27
38082,Sperrmüll,Rheinstr.,Rüngsdorf,53179,24.0,82.0,33.0,75.0,2025-03-21,2025-08-07,2025-11-27
38097,Sperrmüll,Rolandstr.,Rüngsdorf,53179,2.0,36.0,1.0,25.0,2025-03-21,2025-08-07,2025-11-27
38112,Sperrmüll,Rolandstr.,Rüngsdorf,53179,38.0,9998.0,27.0,9999.0,2025-03-21,2025-08-07,2025-11-27
38127,Sperrmüll,Römerplatz,Rüngsdorf,53173,2.0,4.0,1.0,3.0,2025-03-21,2025-08-07,2025-11-27
38142,Sperrmüll,Römerplatz,Rüngsdorf,53179,6.0,8.0,5.0,7.0,2025-03-21,2025-08-07,2025-11-27
38157,Sperrmüll,Römerplatz,Rüngsdorf,53173,10.0,9998.0,9.0,9999.0,2025-03-21,2025-08-07,2025-11-27
38172,Sperrmüll,Schwannstr.,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
38187,Sperrmüll,Sedanstr.,Rüngsdorf,53173,2.0,8.0,1.0,11.0,2025-03-21,2025-08-07,2025-11-27
38202,Sperrmüll,Sedanstr.,Rüngsdorf,53173,10.0,9998.0,13.0,9999.0,2025-03-21,2025-08-07,2025-11-27
38217,Sperrmüll,Seufertstr.,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-20,2025-07-07,2025-11-26
38237,Sperrmüll,Tannenallee,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
38252,Sperrmüll,Telemannstr.,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
38267,Sperrmüll,Von-Groote-Platz,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-20,2025-07-07,2025-11-26
38282,Sperrmüll,Von-Sandt-Ufer,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-20,2025-07-07,2025-11-26
38297,Sperrmüll,Wendelstadtallee,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
38312,Sperrmüll,Wiedemannstr.,Rüngsdorf,53173,2.0,36.0,1.0,39.0,2025-03-21,2025-08-07,2025-11-27
38327,Sperrmüll,Wiedemannstr.,Rüngsdorf,53173,38.0,58.0,41.0,47.0,2025-03-21,2025-08-07,2025-11-27
38342,Sperrmüll,Wiedemannstr.,Rüngsdorf,53173,60.0,9998.0,49.0,9999.0,2025-03-21,2025-08-07,2025-11-27
38357,Sperrmüll,Wiedemannstr.,Rüngsdorf,53173,,,,,2025-03-21,2025-08-07,2025-11-27
38372,Sperrmüll,Wielandstr.,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
38387,Sperrmüll,Adelheidisstr.,Schwarzrheindorf,53225,2.0,10.0,1.0,21.0,2025-08-04,2025-04-09,2025-12-15
38402,Sperrmüll,Adelheidisstr.,Schwarzrheindorf,53225,12.0,9998.0,23.0,9999.0,2025-08-04,2025-04-09,2025-12-15
38422,Sperrmüll,Alt Gensem,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38437,Sperrmüll,Am Köppekreuz,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38456,Sperrmüll,Am Ledenhof,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-08-04,2025-04-09,2025-12-15
38471,Sperrmüll,An der Wolfsburg,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38486,Sperrmüll,Arnoldstr.,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38501,Sperrmüll,Auf dem Hirschberg,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38516,Sperrmüll,Auf dem Mühlenberg,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-08-04,2025-04-09,2025-12-15
38531,Sperrmüll,Bergheimer Str.,Schwarzrheindorf,53225,2.0,28.0,1.0,21.0,2025-04-04,2025-02-09,2025-09-12
38546,Sperrmüll,Bergheimer Str.,Schwarzrheindorf,53225,30.0,9998.0,23.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38561,Sperrmüll,Büchelgarten,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38576,Sperrmüll,Clemensstr.,Schwarzrheindorf,53225,2.0,36.0,1.0,19.0,2025-04-04,2025-02-09,2025-09-12
38591,Sperrmüll,Clemensstr.,Schwarzrheindorf,53225,38.0,9998.0,21.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38606,Sperrmüll,Dixstr.,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38621,Sperrmüll,Frankenweg,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38636,Sperrmüll,Friedrich-Ebert-Brücke,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38651,Sperrmüll,Gensemer Str.,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38666,Sperrmüll,Gensemer Str.,Schwarzrheindorf,53225,,,,,2025-04-04,2025-02-09,2025-09-12
38681,Sperrmüll,Haffstr.,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-08-04,2025-04-09,2025-12-15
38696,Sperrmüll,Henri-Parisot-Str.,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38711,Sperrmüll,Hundeshagenstr.,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38726,Sperrmüll,Im Gensem,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38741,Sperrmüll,Im Niederfeld,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38756,Sperrmüll,Jahnstr.,Schwarzrheindorf,53225,2.0,18.0,1.0,17.0,2025-04-04,2025-02-09,2025-09-12
38776,Sperrmüll,Jahnstr.,Schwarzrheindorf,53225,20.0,9998.0,19.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38791,Sperrmüll,Kirchfeldstr.,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-08-04,2025-04-09,2025-12-15
38806,Sperrmüll,Kommentalweg,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38821,Sperrmüll,Kurlandstr.,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-08-04,2025-04-09,2025-12-15
38836,Sperrmüll,Mirecourtstr.,Schwarzrheindorf,53225,2.0,10.0,1.0,9.0,2025-04-04,2025-02-09,2025-09-12
38851,Sperrmüll,Mirecourtstr.,Schwarzrheindorf,53225,12.0,9998.0,15.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38866,Sperrmüll,Niederkasseler Str.,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38881,Sperrmüll,Pastor-Königs-Weg,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38896,Sperrmüll,Petrusstr.,Schwarzrheindorf,53225,2.0,20.0,1.0,21.0,2025-04-04,2025-02-09,2025-09-12
38911,Sperrmüll,Petrusstr.,Schwarzrheindorf,53225,22.0,9998.0,23.0,9999.0,2025-04-04,2025-02-09,2025-09-12
38926,Sperrmüll,Samlandstr.,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-08-04,2025-04-09,2025-12-15
38942,Sperrmüll,Stiftsstr.,Schwarzrheindorf,53225,2.0,46.0,1.0,45.0,2025-04-04,2025-02-09,2025-09-12
38962,Sperrmüll,Stiftsstr.,Schwarzrheindorf,53225,48.0,78.0,47.0,71.0,2025-08-04,2025-04-09,2025-12-15
38977,Sperrmüll,Stiftsstr.,Schwarzrheindorf,53225,80.0,998.0,73.0,9999.0,2025-08-04,2025-04-09,2025-12-15
38992,Sperrmüll,Tentenstr.,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
39007,Sperrmüll,Vilicher Str.,Schwarzrheindorf,53225,2.0,26.0,1.0,27.0,2025-04-04,2025-02-09,2025-09-12
39022,Sperrmüll,Vilicher Str.,Schwarzrheindorf,53225,28.0,9998.0,29.0,9999.0,2025-04-04,2025-02-09,2025-09-12
39037,Sperrmüll,Werdstr.,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
39052,Sperrmüll,Wittestr.,Schwarzrheindorf,53225,2.0,22.0,1.0,31.0,2025-04-04,2025-02-09,2025-09-12
39072,Sperrmüll,Wittestr.,Schwarzrheindorf,53225,24.0,9998.0,33.0,9999.0,2025-04-04,2025-02-09,2025-09-12
39087,Sperrmüll,Wolfsgasse,Schwarzrheindorf,53225,2.0,9998.0,1.0,9999.0,2025-02-04,2025-01-09,2025-11-12
39102,Sperrmüll,Am Burgfriedhof,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39117,Sperrmüll,Am Schörnchen,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39132,Sperrmüll,Am Stadtwald,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39147,Sperrmüll,Am Stadtwald,Schweinheim,53177,,,,,2025-12-03,2025-06-25,2025-11-13
39162,Sperrmüll,Amalienhöhe,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39177,Sperrmüll,Auf dem Brand,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39192,Sperrmüll,Auf dem Rotkopf,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39207,Sperrmüll,Auf der Ley,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39222,Sperrmüll,Axenfeldstr.,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39237,Sperrmüll,Belderbuschstr.,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39252,Sperrmüll,Burgblick,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39267,Sperrmüll,Freier Weg,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39282,Sperrmüll,Horionstr.,Schweinheim,53177,2.0,44.0,1.0,45.0,2025-12-03,2025-06-25,2025-11-13
39297,Sperrmüll,Horionstr.,Schweinheim,53177,,,,,2025-12-03,2025-06-25,2025-11-13
39312,Sperrmüll,Horionstr.,Schweinheim,53177,46.0,9998.0,47.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39327,Sperrmüll,Im Hohn,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39342,Sperrmüll,Im Hohn,Schweinheim,53177,,,,,2025-12-03,2025-06-25,2025-11-13
39357,Sperrmüll,Jägerweg,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39372,Sperrmüll,Marienforster Allee,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39387,Sperrmüll,Marienforster Kirchweg,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39402,Sperrmüll,Marienforster Str.,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39417,Sperrmüll,Röttgener Weg,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39432,Sperrmüll,Schmales Alleechen,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39447,Sperrmüll,Schweinheimer Weg,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39462,Sperrmüll,Sebastianusweg,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39477,Sperrmüll,Stümpchensweg,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39492,Sperrmüll,Venner Kirchweg,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39507,Sperrmüll,Venner Str.,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39522,Sperrmüll,Venner Str.,Schweinheim,53177,,,,,2025-12-03,2025-06-25,2025-11-13
39537,Sperrmüll,Waldburgstr.,Schweinheim,53177,2.0,34.0,1.0,27.0,2025-12-03,2025-06-25,2025-11-13
39552,Sperrmüll,Waldburgstr.,Schweinheim,53177,36.0,9998.0,29.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39567,Sperrmüll,Waldstr.,Schweinheim,53177,2.0,9998.0,1.0,29.0,2025-12-03,2025-06-25,2025-11-13
39582,Sperrmüll,Waldstr.,Schweinheim,53177,,,31.0,33.0,2025-12-03,2025-06-25,2025-11-13
39597,Sperrmüll,Waldstr.,Schweinheim,53177,,,35.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39612,Sperrmüll,Wattendorfer Allee,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39627,Sperrmüll,Wichterichstr.,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39642,Sperrmüll,Wiedstr.,Schweinheim,53177,2.0,9998.0,1.0,9999.0,2025-12-03,2025-06-25,2025-11-13
39657,Sperrmüll,Am Hofgarten,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-06-02,2025-05-22,2025-01-10
39672,Sperrmüll,Am Poppelsdorfer Weiher,Südstadt,53115,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
39687,Sperrmüll,An der Elisabethkirche,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
39702,Sperrmüll,An der Evangel. Kirche,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-06-02,2025-05-22,2025-01-10
39717,Sperrmüll,Bernard-Custodis-Str.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-04-02,2025-08-07,2025-09-12
39732,Sperrmüll,Bismarckstr.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
39747,Sperrmüll,Brassertufer,Südstadt,53111,2.0,9998.0,1.0,9999.0,2025-01-31,2025-05-15,2025-12-09
39762,Sperrmüll,Clausiusstr.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
39777,Sperrmüll,Diezstr.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-04-02,2025-08-07,2025-09-12
39792,Sperrmüll,Dyroffstr.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-06-02,2025-05-22,2025-01-10
39807,Sperrmüll,Ermekeilstr.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
39822,Sperrmüll,Erste Fährgasse,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-01-31,2025-05-15,2025-12-09
39837,Sperrmüll,Fritz-Tillmann-Str.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-06-02,2025-05-22,2025-01-10
39852,Sperrmüll,Goebenstr.,Südstadt,53113,2.0,18.0,1.0,17.0,2025-02-01,2025-05-16,2025-09-29
39867,Sperrmüll,Goebenstr.,Südstadt,53113,20.0,9998.0,19.0,9999.0,2025-02-01,2025-05-16,2025-09-29
39882,Sperrmüll,Goethestr.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
39897,Sperrmüll,Hans-Iwand-Str.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-06-02,2025-05-22,2025-01-10
39912,Sperrmüll,Hartsteinstr.,Südstadt,53115,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
39927,Sperrmüll,Heinrich-von-Kleist-Str.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
39942,Sperrmüll,Königstr.,Südstadt,53113,2.0,40.0,1.0,37.0,2025-02-01,2025-05-16,2025-09-29
39957,Sperrmüll,Königstr.,Südstadt,53115,42.0,74.0,39.0,65.0,2025-02-01,2025-05-16,2025-09-29
39972,Sperrmüll,Königstr.,Südstadt,53115,88.0,9998.0,89.0,9999.0,2025-02-01,2025-05-16,2025-09-29
39987,Sperrmüll,Königstr.,Südstadt,53115,76.0,86.0,67.0,87.0,2025-02-01,2025-05-16,2025-09-29
40002,Sperrmüll,Kurfürstenstr.,Südstadt,53115,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
40017,Sperrmüll,Lessingstr.,Südstadt,53113,2.0,50.0,1.0,51.0,2025-02-01,2025-05-16,2025-09-29
40032,Sperrmüll,Lessingstr.,Südstadt,53113,52.0,9998.0,53.0,9999.0,2025-02-01,2025-05-16,2025-09-29
40047,Sperrmüll,Loestr.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
40062,Sperrmüll,Maarflach,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-06-02,2025-05-22,2025-01-10
40077,Sperrmüll,Nassestr.,Südstadt,53113,2.0,6.0,1.0,9.0,2025-06-02,2025-05-22,2025-01-10
40092,Sperrmüll,Nassestr.,Südstadt,53113,8.0,9998.0,11.0,9999.0,2025-06-02,2025-05-22,2025-01-10
40107,Sperrmüll,Oskar-Walzel-Str.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
40127,Sperrmüll,Poppelsdorfer Allee,Südstadt,53115,2.0,40.0,1.0,33.0,2025-02-01,2025-05-16,2025-09-29
40146,Sperrmüll,Poppelsdorfer Allee,Südstadt,53115,42.0,9998.0,35.0,9999.0,2025-01-31,2025-04-07,2025-05-12
40163,Sperrmüll,Prinz-Albert-Str.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
40178,Sperrmüll,Rathenauufer,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-01-31,2025-05-15,2025-12-09
40193,Sperrmüll,Riesstr.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-06-02,2025-05-22,2025-01-10
40208,Sperrmüll,Rittershausstr.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
40223,Sperrmüll,Schaumburg-Lippe-Str.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-01-31,2025-05-15,2025-12-09
40238,Sperrmüll,Schloßstr.,Südstadt,53115,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
40253,Sperrmüll,Schumannstr.,Südstadt,53113,2.0,42.0,1.0,57.0,2025-02-01,2025-05-16,2025-09-29
40268,Sperrmüll,Schumannstr.,Südstadt,53113,44.0,9998.0,59.0,9999.0,2025-02-01,2025-05-16,2025-09-29
40283,Sperrmüll,Thielstr.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-04-02,2025-08-07,2025-09-12
40298,Sperrmüll,Venusbergweg,Südstadt,53115,2.0,20.0,1.0,33.0,2025-02-01,2025-05-16,2025-09-29
40313,Sperrmüll,Venusbergweg,Südstadt,53115,22.0,9998.0,35.0,9999.0,2025-02-01,2025-05-16,2025-09-29
40328,Sperrmüll,Wernher-von-Braun-Str.,Südstadt,53113,2.0,9998.0,1.0,9999.0,2025-04-02,2025-08-07,2025-09-12
40343,Sperrmüll,Wilhelm-Levison-Str.,Südstadt,53115,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
40358,Sperrmüll,Agnetendorfer Str.,Tannenbusch,53119,2.0,6.0,1.0,33.0,2025-01-28,2025-05-13,2025-09-23
40373,Sperrmüll,Agnetendorfer Str.,Tannenbusch,53119,8.0,9998.0,35.0,9999.0,2025-09-01,2025-07-05,2025-09-18
40388,Sperrmüll,Am Krähenhorst,Tannenbusch,53119,2.0,6.0,1.0,9.0,2025-01-29,2025-12-05,2025-09-24
40403,Sperrmüll,Am Krähenhorst,Tannenbusch,53119,8.0,9998.0,11.0,9999.0,2025-10-01,2025-08-05,2025-09-19
40418,Sperrmüll,Am Ringwall,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-01-27,2025-09-05,2025-09-22
40433,Sperrmüll,Am Schützenhof,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-01-27,2025-09-05,2025-09-22
40448,Sperrmüll,Amselweg,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-10-01,2025-08-05,2025-09-19
40463,Sperrmüll,An der Düne,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-10-01,2025-08-05,2025-09-19
40478,Sperrmüll,An der Steinbrücke,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-10-01,2025-08-05,2025-09-19
40493,Sperrmüll,Berta-Lungstras-Str.,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-10-01,2025-08-05,2025-09-19
40508,Sperrmüll,Beuthener Str.,Tannenbusch,53117,2.0,9998.0,1.0,9999.0,2025-09-01,2025-07-05,2025-09-18
40523,Sperrmüll,Brieger Weg,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-01-28,2025-05-13,2025-09-23
40538,Sperrmüll,Bunzlauer Weg,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-01-28,2025-05-13,2025-09-23
40553,Sperrmüll,Camminer Str.,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-08-01,2025-06-05,2025-09-17
40568,Sperrmüll,Chemnitzer Weg,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-01-27,2025-09-05,2025-09-22
40583,Sperrmüll,Drosselweg,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-10-01,2025-08-05,2025-09-19
40598,Sperrmüll,Georg-Elser-Weg,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-09-01,2025-07-05,2025-09-18
40613,Sperrmüll,Glatzer Str.,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-08-01,2025-06-05,2025-09-17
40628,Sperrmüll,Gleiwitzer Weg,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-01-28,2025-05-13,2025-09-23
40643,Sperrmüll,Glogauer Str.,Tannenbusch,53117,2.0,9998.0,1.0,9999.0,2025-09-01,2025-07-05,2025-09-18
40658,Sperrmüll,Görlitzer Str.,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-10-01,2025-08-05,2025-09-19
40673,Sperrmüll,Greifswalder Weg,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-08-01,2025-06-05,2025-09-17
40688,Sperrmüll,Hermannstädter Str.,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-01-28,2025-05-13,2025-09-23
40712,Sperrmüll,Hirschberger Str.,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-01-28,2025-05-13,2025-09-23
40732,Sperrmüll,Hohe Str.,Tannenbusch,53119,,,1.0,11.0,2025-10-01,2025-08-05,2025-09-19
40752,Sperrmüll,Hohe Str.,Tannenbusch,53119,68.0,9998.0,77.0,9999.0,2025-01-27,2025-09-05,2025-09-22
40767,Sperrmüll,Hohe Str.,Tannenbusch,53119,2.0,36.0,13.0,67.0,2025-10-01,2025-08-05,2025-09-19
40787,Sperrmüll,Hohe Str.,Tannenbusch,53119,38.0,66.0,69.0,75.0,2025-01-27,2025-09-05,2025-09-22
40807,Sperrmüll,Im Tannenbusch,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-10-01,2025-08-05,2025-09-19
40827,Sperrmüll,Jakob-Hengstler-Str.,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-10-01,2025-08-05,2025-09-19
40842,Sperrmüll,Kattowitzer Weg,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-01-28,2025-05-13,2025-09-23
40857,Sperrmüll,Königsberger Str.,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-10-01,2025-08-05,2025-09-19
40872,Sperrmüll,Königsberger Str.,Tannenbusch,53119,,,,,2025-10-01,2025-08-05,2025-09-19
40887,Sperrmüll,Kronstädter Str.,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-01-28,2025-05-13,2025-09-23
40902,Sperrmüll,Landsberger Str.,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-10-01,2025-08-05,2025-09-19
40917,Sperrmüll,Leipziger Str.,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-10-01,2025-08-05,2025-09-19
40932,Sperrmüll,Lerchenweg,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-10-01,2025-08-05,2025-09-19
40947,Sperrmüll,Liegnitzer Str.,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-10-01,2025-08-05,2025-09-19
40967,Sperrmüll,Löwenberger Weg,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-01-28,2025-05-13,2025-09-23
40982,Sperrmüll,Lübener Weg,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-01-27,2025-09-05,2025-09-22
40997,Sperrmüll,Magdeburger Str.,Tannenbusch,53119,2.0,9998.0,1.0,9999.0,2025-10-01,2025-08-05,2025-09-19
